1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
ඖෂධ ප්රතික්රියාව,කැසීම,සමේ වෙනස් වීම්,බඩේ අමාරුව,මුත්‍රා දැවිල්ල ,ලේ සමග මුත්‍රා යාම ,,,,,,,,,,,,
පෙප්ටික් වණ රෝගය,වමනය,අජීර්ණය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,වායූන්_ඡේදය,අභ්යන්තර කැසීම,,,,,,,,,,,
ඒඩ්ස්,මාංශ පේශී_නාස්‍ය වීම,උගුරේ පැච්,අධික උණ,ලිංගික සම්බන්දතා,,,,,,,,,,,,,
දියවැඩියාව,තෙහෙට්ටුව,බර අඩුවීම,නොසන්සුන් බව,කම්මැලිකම,අක්‍රමවත් සීනි මට්ටම,පෙනීමේ දුර්වලතා ,තරබාරුකම,අඩික බඩගින්න,වැඩි ආහාර රුචිය,නිතර මුත්‍රා කිරීම,,,,,,,
ආමාශ ආන්ත්රයික රෝග,වමනය,අදුරු පැහැ ඇස් ,විජලනය,පාචනය,,,,,,,,,,,,,
බ්රොන්පයිල් ඇදුම,තෙහෙට්ටුව,කැස්ස,අධික උණ,හුස්ම හිරවීම,පවුලේ ඉතිහාසය,සුදු පැහැ සෙම,,,,,,,,,,,
අධි රුධිර පීඩනය,හිසරදය,පපුවේ වේදනාව,ක්ලාන්තය,සමබරතාව නැතිවීම,අවදානය අඩු බව ,,,,,,,,,,,,
ඉරුවාරදය,ආම්ලිකතාවය,අජීර්ණය,හිසරදය,පෙනීමේ දුර්වලතා ,අඩික බඩගින්න,බෙල්ලේ අමාරුව,මානසික ආතතිය,නුරුස්නා බව,දෘශ්‍ය ආබාධ,,,,,,,,
ගැබ්ගෙල ස්පොන්ඩිලෝසිස්,කොන්දේ වේදනාව,අත් පා වල දුර්වලතාවය,බෙල්ලේ වේදනාව,ක්ලාන්තය,සමබරතාව නැතිවීම,,,,,,,,,,,,
අංශභාගය (මොළයේ රුධිර වහනය),වමනය,හිසරදය,ඇගේ පැත්තක් දුර්වල වීම,මානසික ව්‍යාකූලත්වය,,,,,,,,,,,,,
සෙංගමාලය,කැසීම,වමනය,තෙහෙට්ටුව,බර අඩුවීම,අධික උණ,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,උදරයේ වේදනාව,,,,,,,,,
මැලේරියාව,සිතල,වමනය,අධික උණ,දහඩිය දැමීම,හිසරදය,ඔක්කාරය,පාචනය,මාංශ පේශි වේදනාව,,,,,,,,,
පැපොල,කැසීම,සමේ වෙනස් වීම්,තෙහෙට්ටුව,කම්මැලිකම,අධික උණ,හිසරදය,ආහාර රුචිය නැති වීම,සාමාන්‍ය උණ,ඉදිමුණු වසා ගැටිති,ව්යාධිය,ශරීරයේ රතු බිබිලි,,,,,,
ඩෙංගු,සමේ වෙනස් වීම්,සිතල,හන්දිපත් රුදාව,වමනය,තෙහෙට්ටුව,අධික උණ,හිසරදය,ඔක්කාරය,ආහාර රුචිය නැති වීම,ඇස් පිටුපස වේදනාව,කොන්දේ වේදනාව,ව්යාධිය,මාංශ පේශී වේදනාව,ශරීරයේ රතු බිබිලි,,,
ටයිපොයිඩ්,සිතල,වමනය,තෙහෙට්ටුව,අධික උණ,හිසරදය,ඔක්කාරය,මලබද්ධය,උදරයේ වේදනාව,පාචනය,උදර වේදනාව,බඩේ වේදනාව,,,,,,
හෙපටයිටිස් ඒ,හන්දිපත් රුදාව,වමනය,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,පාචනය,සාමාන්‍ය උණ,ඇස් කහ වීම,මාංශ පේශී වේදනාව,,,,,,
හෙපටයිටිස් බී,කැසීම,තෙහෙට්ටුව,කම්මැලිකම,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,කහ පැහැති මුත්‍රා,ඇස් කහ වීම,ව්යාධිය,රුධිර පාරවිලයනය,එන්නත් ලබා ගැනීම,,,,,
හෙපටයිටිස් සී,තෙහෙට්ටුව,කහ පැහැති සම,ඔක්කාරය,ආහාර රුචිය නැති වීම,ඇස් කහ වීම,පවුලේ ඉතිහාසය,,,,,,,,,,,
හෙපටයිටිස් ඩී,හන්දිපත් රුදාව,වමනය,තෙහෙට්ටුව,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,ඇස් කහ වීම,,,,,,,,
හෙපටයිටිස් ඊ,හන්දිපත් රුදාව,වමනය,තෙහෙට්ටුව,අධික උණ,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,ඇස් කහ වීම,අක්මාවේ ක්‍රියාකාරිත්වය නැතිවීම,කෝමා තත්වයක් ඇතිවීම,බඩේ ලේ ගැලීම,,,,
මද්යසාර හෙපටයිටිස්,වමනය,කහ පැහැති සම,උදරයේ වේදනාව,බඩේ ඉදිමීම,උදරයේ අසාමාන්‍ය ඉදිමීම,අධික මත්පැන් පරිබෝජනය,තරල අධික බර,,,,,,,,,,
ක්ෂය රෝගය,සිතල,වමනය,තෙහෙට්ටුව,බර අඩුවීම,කැස්ස,අධික උණ,හුස්ම හිරවීම,දහඩිය දැමීම,ආහාර රුචිය නැති වීම,සාමාන්‍ය උණ,ඇස් කහ වීම,ඉදිමුණු වසා ගැටිති,ව්යාධිය,සෙම,පපුවේ වේදනාව,සෙම සමග ලේ පිටවීම,
සෙම්ප්‍රතිශ්‍යාව,කිවිසුම් යාම,සිතල,තෙහෙට්ටුව,කැස්ස,අධික උණ,හිසරදය,ඉදිමුණු වසා ගැටිති,ව්යාධිය,සෙම,උගුර_කම්පනය,ඇස් රතු වීම,නහය දැවිල්ල,හොටු ගැලීම ,නහය හිරවීම,පපුවේ වේදනාව,ගද සුවද නොදැනීම,මාංශ පේශි වේදනාව
නියුමෝනියාව,සිතල,තෙහෙට්ටුව,කැස්ස,අධික උණ,හුස්ම හිරවීම,දහඩිය දැමීම,ව්යාධිය,සෙම,පපුවේ වේදනාව,වේගවත් අසාමාන්‍ය හෘද ස්පන්දනය,රතු දුඹුරු සෙම,,,,,,
ඩිමෝර්ෆික් අර්ශස් (පයිල්ස්),මලබද්ධය,මලපහ පිටවීම සමඟ වේදනාව,ගුද ප්‍රදේශයේ වේදනාව,මලපහ සමග ලේ පිටවීම,ගුද මාර්ගයේ අමාරුවක්,,,,,,,,,,,,
හෘදයාබාධය,වමනය,හුස්ම හිරවීම,දහඩිය දැමීම,පපුවේ වේදනාව,,,,,,,,,,,,,
වරිකොස් නහර,තෙහෙට්ටුව,මාංශ පේශි කැක්කුම,තැලීම්,තරබාරුකම,ඉදිමුණු පාද,ඉදිමුණු_රුධිර_නාල,කකුල් වල නහර ඉදිමීම,,,,,,,,,,
හයිපෝතිරයිඩ්වාදය,තෙහෙට්ටුව,බර වැඩිවීම,සීතල අත් සහ පාද,මනෝභාවයන්,කම්මැලිකම,ක්ලාන්තය,ඉදිමුණු මුහුණ සහ ඇස්,බෙල්ල ඉදිමීම ,වියළි නියපොතු,කකුල් අත් ඉදිමීම,මානසික ආතතිය,නුරුස්නා බව,අසාමාන්‍ය_ඔසප් වීම,,,,
හයිපර් තයිරොයිඩ්වාදය,තෙහෙට්ටුව,මනෝභාවයන්,බර අඩුවීම,නොසන්සුන් බව,දහඩිය දැමීම,පාචනය,වේගවත් අසාමාන්‍ය හෘද ස්පන්දනය,අඩික බඩගින්න,මාංශ පේශි දුර්වල වීම ,නුරුස්නා බව,අසාමාන්‍ය_ඔසප් වීම,,,,,,
හයිපොග්ලිසිමියා,වමනය,තෙහෙට්ටුව,කාංසාව,දහඩිය දැමීම,හිසරදය,ඔක්කාරය,පෙනීමේ දුර්වලතා ,අඩික බඩගින්න,තොල් වියලීම සහ හිරිවැටීම,කතාකිරීමේ අපහසුතාව,නුරුස්නා බව,අසාමාන්‍ය හෘද ස්පන්දනය,,,,,
ඔස්ටියෝ ආතරයිටිස්,හන්දිපත් රුදාව,බෙල්ලේ වේදනාව,දණහිස්_ වේදනාව,උකුල් සන්ධි වේදනාව,සන්ධි ඉදිමීම,ඇවිදීමේ අපහසුතාව,,,,,,,,,,,
ආතරයිටිස්,මාංශ පේශි දුර්වල වීම ,බෙල්ලේ අමාරුව,සන්ධි ඉදිමීම,චලනයේ අපහසු බව,ඇවිදීමේ අපහසුතාව,,,,,,,,,,,,
(vertigo) Paraymsal ස්ථානීය සමබරතාව නැතිවීම,වමනය,හිසරදය,ඔක්කාරය,කරකැවිල්ල ,සමබරතාව නැතිවීම,අස්ථාවරත්වය,,,,,,,,,,,
කුරුලෑ,සමේ වෙනස් වීම්,සැරව පිරුණු කුරුලෑ,සමේ කුඩා කළු පැල්ලම්,කැළැල් ,,,,,,,,,,,,,
මුත්‍රා ආසාදන,මුත්‍රා දැවිල්ල ,මුත්‍රා කිරීමේ අපහසුතා ,මුත්‍රා වල දුර්ගන්ධය,අඛණ්ඩ මුත්‍රා කිරීමේ අවශ්‍යතාව,,,,,,,,,,,,,
සමේ රෝග,සමේ වෙනස් වීම්,හන්දිපත් රුදාව,සමේ ගැලවී යාම,රිදී_වැනි_දූවිලි,නියපොතු වල කුඩා අවපාත,නියපොතු වල වලවල්,,,,,,,,,,,
ඉම්පෙටිගෝ,සමේ වෙනස් වීම්,අධික උණ,බිබිලි,නාසය අවට රතු පැල්ලම්,සැරව,,,,,,,,,,,,
දිලීර ආසාදනය,කැසීම,සමේ වෙනස් වීම්,සමේ ගැටිති,සමේ අවපැහැ ගැන්වීම,,,,,,,,,,,,,
අසාත්මිකතා,කිවිසුම් යාම,වෙව්ලීම,සිතල,කදුළු ගැලීම,,,,,,,,,,,,,
ගැස්ට්‍රයිටිස්,බඩේ අමාරුව,ආම්ලිකතාවය,දිව වණ වීම ,වමනය,කැස්ස,පපුවේ වේදනාව,,,,,,,,,,,
නිදන්ගත කොලෙස්ටැසිස්,කැසීම,වමනය,කහ පැහැති සම,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,ඇස් කහ වීම,,,,,,,,,,
ඖෂධ ප්රතික්රියාව,කැසීම,සමේ වෙනස් වීම්,බඩේ අමාරුව,මුත්‍රා දැවිල්ල ,ලේ සමග මුත්‍රා යාම ,,,,,,,,,,,,
පෙප්ටික් වණ රෝගය,වමනය,අජීර්ණය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,වාතය පිටවීම,අභ්යන්තර කැසීම,,,,,,,,,,,
ඒඩ්ස්,මාංශ පේශී_නාස්‍ය වීම,උගුරේ පැච්,අධික උණ,ලිංගික සම්බන්දතා,,,,,,,,,,,,,
දියවැඩියාව,තෙහෙට්ටුව,බර අඩුවීම,නොසන්සුන් බව,කම්මැලිකම,අක්‍රමවත් සීනි මට්ටම,පෙනීමේ දුර්වලතා ,තරබාරුකම,අඩික බඩගින්න,වැඩි ආහාර රුචිය,නිතර මුත්‍රා කිරීම,,,,,,,
ආමාශ ආන්ත්රයික රෝග,වමනය,අදුරු පැහැ ඇස් ,විජලනය,පාචනය,,,,,,,,,,,,,
බ්රොන්පයිල් ඇදුම,තෙහෙට්ටුව,කැස්ස,අධික උණ,හුස්ම හිරවීම,පවුලේ ඉතිහාසය,සුදු පැහැ සෙම,,,,,,,,,,,
අධි රුධිර පීඩනය,හිසරදය,පපුවේ වේදනාව,ක්ලාන්තය,සමබරතාව නැතිවීම,අවදානය අඩු බව ,,,,,,,,,,,,
ඉරුවාරදය,ආම්ලිකතාවය,අජීර්ණය,හිසරදය,පෙනීමේ දුර්වලතා ,අඩික බඩගින්න,බෙල්ලේ අමාරුව,මානසික ආතතිය,නුරුස්නා බව,දෘශ්‍ය ආබාධ,,,,,,,,
ගැබ්ගෙල ස්පොන්ඩිලෝසිස්,කොන්දේ වේදනාව,අත් පා වල දුර්වලතාවය,බෙල්ලේ වේදනාව,සමබරතාව නැතිවීම,සමබරතාව නැතිවීම,,,,,,,,,,,,
අංශභාගය (මොළයේ රුධිර වහනය),වමනය,හිසරදය,ඇගේ පැත්තක් දුර්වල වීම,මානසික ව්‍යාකූලත්වය,,,,,,,,,,,,,
සෙංගමාලය,කැසීම,වමනය,තෙහෙට්ටුව,බර අඩුවීම,අධික උණ,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,උදරයේ වේදනාව,,,,,,,,,
මැලේරියාව,සිතල,වමනය,අධික උණ,දහඩිය දැමීම,හිසරදය,ඔක්කාරය,පාචනය,මාංශ පේශි වේදනාව,,,,,,,,,
පැපොල,කැසීම,සමේ වෙනස් වීම්,තෙහෙට්ටුව,කම්මැලිකම,අධික උණ,හිසරදය,ආහාර රුචිය නැති වීම,සාමාන්‍ය උණ,ඉදිමුණු වසා ගැටිති,ව්යාධිය,ශරීරයේ රතු බිබිලි,,,,,,
ඩෙංගු,සමේ වෙනස් වීම්,සිතල,හන්දිපත් රුදාව,වමනය,තෙහෙට්ටුව,අධික උණ,හිසරදය,ඔක්කාරය,ආහාර රුචිය නැති වීම,ඇස් පිටුපස වේදනාව,කොන්දේ වේදනාව,ව්යාධිය,මාංශ පේශී වේදනාව,ශරීරයේ රතු බිබිලි,,,
ටයිපොයිඩ්,සිතල,වමනය,තෙහෙට්ටුව,අධික උණ,හිසරදය,ඔක්කාරය,මලබද්ධය,උදරයේ වේදනාව,පාචනය,උදර වේදනාව,බඩේ වේදනාව,,,,,,
හෙපටයිටිස් ඒ,හන්දිපත් රුදාව,වමනය,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,පාචනය,සාමාන්‍ය උණ,ඇස් කහ වීම,මාංශ පේශී වේදනාව,,,,,,
හෙපටයිටිස් බී,කැසීම,තෙහෙට්ටුව,කම්මැලිකම,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,කහ පැහැති මුත්‍රා,ඇස් කහ වීම,ව්යාධිය,රුධිර පාරවිලයනය,එන්නත් ලබා ගැනීම,,,,,
හෙපටයිටිස් සී,තෙහෙට්ටුව,කහ පැහැති සම,ඔක්කාරය,ආහාර රුචිය නැති වීම,ඇස් කහ වීම,පවුලේ ඉතිහාසය,,,,,,,,,,,
හෙපටයිටිස් ඩී,හන්දිපත් රුදාව,වමනය,තෙහෙට්ටුව,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,ඇස් කහ වීම,,,,,,,,
හෙපටයිටිස් ඊ,හන්දිපත් රුදාව,වමනය,තෙහෙට්ටුව,අධික උණ,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,ඇස් කහ වීම,අක්මාවේ ක්‍රියාකාරිත්වය නැතිවීම,කෝමා තත්වයක් ඇතිවීම,බඩේ ලේ ගැලීම,,,,
මද්යසාර හෙපටයිටිස්,වමනය,කහ පැහැති සම,උදරයේ වේදනාව,බඩේ ඉදිමීම,උදරයේ අසාමාන්‍ය ඉදිමීම,අධික මත්පැන් පරිබෝජනය,තරල අධික බර,,,,,,,,,,
ක්ෂය රෝගය,සිතල,වමනය,තෙහෙට්ටුව,බර අඩුවීම,කැස්ස,අධික උණ,හුස්ම හිරවීම,දහඩිය දැමීම,ආහාර රුචිය නැති වීම,සාමාන්‍ය උණ,ඇස් කහ වීම,ඉදිමුණු වසා ගැටිති,ව්යාධිය,සෙම,පපුවේ වේදනාව,සෙම සමග ලේ පිටවීම,
සෙම්ප්‍රතිශ්‍යාව,කිවිසුම් යාම,සිතල,තෙහෙට්ටුව,කැස්ස,අධික උණ,හිසරදය,ඉදිමුණු වසා ගැටිති,ව්යාධිය,සෙම,උගුර_කම්පනය,ඇස් රතු වීම,නහය දැවිල්ල,හොටු ගැලීම ,නහය හිරවීම,පපුවේ වේදනාව,ගද සුවද නොදැනීම,මාංශ පේශි වේදනාව
නියුමෝනියාව,සිතල,තෙහෙට්ටුව,කැස්ස,අධික උණ,හුස්ම හිරවීම,දහඩිය දැමීම,ව්යාධිය,සෙම,පපුවේ වේදනාව,වේගවත් අසාමාන්‍ය හෘද ස්පන්දනය,රතු දුඹුරු සෙම,,,,,,
ඩිමෝර්ෆික් අර්ශස් (පයිල්ස්),මලබද්ධය,මලපහ පිටවීම සමඟ වේදනාව,ගුද ප්‍රදේශයේ වේදනාව,මලපහ සමග ලේ පිටවීම,ගුද මාර්ගයේ අමාරුවක්,,,,,,,,,,,,
හෘදයාබාධය,වමනය,හුස්ම හිරවීම,දහඩිය දැමීම,පපුවේ වේදනාව,,,,,,,,,,,,,
වරිකොස් නහර,තෙහෙට්ටුව,මාංශ පේශි කැක්කුම,තැලීම්,තරබාරුකම,ඉදිමුණු පාද,ඉදිමුණු_රුධිර_නාල,කකුල් වල නහර ඉදිමීම,,,,,,,,,,
හයිපෝතිරයිඩ්වාදය,තෙහෙට්ටුව,බර වැඩිවීම,සීතල අත් සහ පාද,මනෝභාවයන්,කම්මැලිකම,ක්ලාන්තය,ඉදිමුණු මුහුණ සහ ඇස්,බෙල්ල ඉදිමීම ,වියළි නියපොතු,කකුල් අත් ඉදිමීම,මානසික ආතතිය,නුරුස්නා බව,ඔසප් චක්‍රයේ වෙනස්වීම්,,,,
හයිපර් තයිරොයිඩ්වාදය,තෙහෙට්ටුව,මනෝභාවයන්,බර අඩුවීම,නොසන්සුන් බව,දහඩිය දැමීම,පාචනය,වේගවත් අසාමාන්‍ය හෘද ස්පන්දනය,අඩික බඩගින්න,මාංශ පේශි දුර්වල වීම ,නුරුස්නා බව,ඔසප් චක්‍රයේ වෙනස්වීම්,,,,,,
හයිපොග්ලිසිමියා,වමනය,තෙහෙට්ටුව,කාංසාව,දහඩිය දැමීම,හිසරදය,ඔක්කාරය,පෙනීමේ දුර්වලතා ,අඩික බඩගින්න,තොල් වියලීම සහ හිරිවැටීම,කතාකිරීමේ අපහසුතාව,නුරුස්නා බව,අසාමාන්‍ය හෘද ස්පන්දනය,,,,,
ඔස්ටියෝ ආතරයිටිස්,හන්දිපත් රුදාව,බෙල්ලේ වේදනාව,දණහිස්_ වේදනාව,උකුල් සන්ධි වේදනාව,සන්ධි ඉදිමීම,ඇවිදීමේ අපහසුතාව,,,,,,,,,,,
ආතරයිටිස්,මාංශ පේශි දුර්වල වීම ,බෙල්ලේ අමාරුව,සන්ධි ඉදිමීම,චලනයේ අපහසු බව,ඇවිදීමේ අපහසුතාව,,,,,,,,,,,,
(vertigo) Paraymsal ස්ථානීය සමබරතාව නැතිවීම,වමනය,හිසරදය,ඔක්කාරය,කරකැවිල්ල ,සමබරතාව නැතිවීම,අස්ථාවරත්වය,,,,,,,,,,,
කුරුලෑ,සමේ වෙනස් වීම්,සැරව පිරුණු කුරුලෑ,සමේ කුඩා කළු පැල්ලම්,කැළැල් ,,,,,,,,,,,,,
මුත්‍රා ආසාදන,මුත්‍රා දැවිල්ල ,මුත්‍රා කිරීමේ අපහසුතා ,මුත්‍රා වල දුර්ගන්ධය,අඛණ්ඩ මුත්‍රා කිරීමේ අවශ්‍යතාව,,,,,,,,,,,,,
සමේ රෝග,සමේ වෙනස් වීම්,හන්දිපත් රුදාව,සමේ ගැලවී යාම,රිදී_වැනි_දූවිලි,නියපොතු වල කුඩා අවපාත,නියපොතු වල වලවල්,,,,,,,,,,,
ඉම්පෙටිගෝ,සමේ වෙනස් වීම්,අධික උණ,බිබිලි,නාසය අවට රතු පැල්ලම්,සැරව,,,,,,,,,,,,
දිලීර ආසාදනය,කැසීම,සමේ වෙනස් වීම්,සමේ ගැටිති,සමේ අවපැහැ ගැන්වීම,,,,,,,,,,,,,
අසාත්මිකතා,කිවිසුම් යාම,වෙව්ලීම,සිතල,කදුළු ගැලීම,,,,,,,,,,,,,
ගැස්ට්‍රයිටිස්,බඩේ අමාරුව,ආම්ලිකතාවය,දිව වණ වීම ,වමනය,කැස්ස,පපුවේ වේදනාව,,,,,,,,,,,
නිදන්ගත කොලෙස්ටැසිස්,කැසීම,වමනය,කහ පැහැති සම,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,ඇස් කහ වීම,,,,,,,,,,
ඖෂධ ප්රතික්රියාව,කැසීම,සමේ වෙනස් වීම්,බඩේ අමාරුව,මුත්‍රා දැවිල්ල ,ලේ සමග මුත්‍රා යාම ,,,,,,,,,,,,
පෙප්ටික් වණ රෝගය,වමනය,අජීර්ණය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,වාතය පිටවීම,අභ්යන්තර කැසීම,,,,,,,,,,,
ඒඩ්ස්,මාංශ පේශී_නාස්‍ය වීම,උගුරේ පැච්,අධික උණ,ලිංගික සම්බන්දතා,,,,,,,,,,,,,
දියවැඩියාව,තෙහෙට්ටුව,බර අඩුවීම,නොසන්සුන් බව,කම්මැලිකම,අක්‍රමවත් සීනි මට්ටම,පෙනීමේ දුර්වලතා ,තරබාරුකම,අඩික බඩගින්න,වැඩි ආහාර රුචිය,නිතර මුත්‍රා කිරීම,,,,,,,
ආමාශ ආන්ත්රයික රෝග,වමනය,අදුරු පැහැ ඇස් ,විජලනය,පාචනය,,,,,,,,,,,,,
බ්රොන්පයිල් ඇදුම,තෙහෙට්ටුව,කැස්ස,අධික උණ,හුස්ම හිරවීම,පවුලේ ඉතිහාසය,සුදු පැහැ සෙම,,,,,,,,,,,
අධි රුධිර පීඩනය,හිසරදය,පපුවේ වේදනාව,සමබරතාව නැතිවීම,සමබරතාව නැතිවීම,අවදානය අඩු බව ,,,,,,,,,,,,
ඉරුවාරදය,ආම්ලිකතාවය,අජීර්ණය,හිසරදය,පෙනීමේ දුර්වලතා ,අඩික බඩගින්න,බෙල්ලේ අමාරුව,මානසික ආතතිය,නුරුස්නා බව,දෘශ්‍ය ආබාධ,,,,,,,,
ගැබ්ගෙල ස්පොන්ඩිලෝසිස්,කොන්දේ වේදනාව,අත් පා වල දුර්වලතාවය,බෙල්ලේ වේදනාව,ක්ලාන්තය,සමබරතාව නැතිවීම,,,,,,,,,,,,
අංශභාගය (මොළයේ රුධිර වහනය),වමනය,හිසරදය,ඇගේ පැත්තක් දුර්වල වීම,මානසික ව්‍යාකූලත්වය,,,,,,,,,,,,,
සෙංගමාලය,කැසීම,වමනය,තෙහෙට්ටුව,බර අඩුවීම,අධික උණ,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,උදරයේ වේදනාව,,,,,,,,,
මැලේරියාව,සිතල,වමනය,අධික උණ,දහඩිය දැමීම,හිසරදය,ඔක්කාරය,පාචනය,මාංශ පේශී වේදනාව,,,,,,,,,
පැපොල,කැසීම,සමේ වෙනස් වීම්,තෙහෙට්ටුව,කම්මැලිකම,අධික උණ,හිසරදය,ආහාර රුචිය නැති වීම,සාමාන්‍ය උණ,ඉදිමුණු වසා ගැටිති,ව්යාධිය,ශරීරයේ රතු බිබිලි,,,,,,
ඩෙංගු,සමේ වෙනස් වීම්,සිතල,හන්දිපත් රුදාව,වමනය,තෙහෙට්ටුව,අධික උණ,හිසරදය,ඔක්කාරය,ආහාර රුචිය නැති වීම,ඇස් පිටුපස වේදනාව,කොන්දේ වේදනාව,ව්යාධිය,මාංශ පේශී වේදනාව,ශරීරයේ රතු බිබිලි,,,
ටයිපොයිඩ්,සිතල,වමනය,තෙහෙට්ටුව,අධික උණ,හිසරදය,ඔක්කාරය,මලබද්ධය,උදරයේ වේදනාව,පාචනය,උදර වේදනාව,බඩේ වේදනාව,,,,,,
හෙපටයිටිස් ඒ,හන්දිපත් රුදාව,වමනය,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,පාචනය,සාමාන්‍ය උණ,ඇස් කහ වීම,මාංශ පේශී වේදනාව,,,,,,
හෙපටයිටිස් බී,කැසීම,තෙහෙට්ටුව,කම්මැලිකම,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,කහ පැහැති මුත්‍රා,ඇස් කහ වීම,ව්යාධිය,රුධිර පාරවිලයනය,එන්නත් ලබා ගැනීම,,,,,
හෙපටයිටිස් සී,තෙහෙට්ටුව,කහ පැහැති සම,ඔක්කාරය,ආහාර රුචිය නැති වීම,ඇස් කහ වීම,පවුලේ ඉතිහාසය,,,,,,,,,,,
හෙපටයිටිස් ඩී,හන්දිපත් රුදාව,වමනය,තෙහෙට්ටුව,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,ඇස් කහ වීම,,,,,,,,
හෙපටයිටිස් ඊ,හන්දිපත් රුදාව,වමනය,තෙහෙට්ටුව,අධික උණ,කහ පැහැති සම,අඳුරු පැහැ මුත්‍රා ,ඔක්කාරය,ආහාර රුචිය නැති වීම,උදරයේ වේදනාව,ඇස් කහ වීම,අක්මාවේ ක්‍රියාකාරිත්වය නැතිවීම,කෝමා තත්වයක් ඇතිවීම,බඩේ ලේ ගැලීම,,,,
මද්යසාර හෙපටයිටිස්,වමනය,කහ පැහැති සම,උදරයේ වේදනාව,බඩේ ඉදිමීම,උදරයේ අසාමාන්‍ය ඉදිමීම,අධික මත්පැන් පරිබෝජනය,තරල අධික බර,,,,,,,,,,
ක්ෂය රෝගය,සිතල,වමනය,තෙහෙට්ටුව,බර අඩුවීම,කැස්ස,අධික උණ,හුස්ම හිරවීම,දහඩිය දැමීම,ආහාර රුචිය නැති වීම,සාමාන්‍ය උණ,ඇස් කහ වීම,ඉදිමුණු වසා ගැටිති,ව්යාධිය,සෙම,පපුවේ වේදනාව,සෙම සමග ලේ පිටවීම,
සෙම්ප්‍රතිශ්‍යාව,කිවිසුම් යාම,සිතල,තෙහෙට්ටුව,කැස්ස,අධික උණ,හිසරදය,ඉදිමුණු වසා ගැටිති,ව්යාධිය,සෙම,උගුර_කම්පනය,ඇස් රතු වීම,නහය දැවිල්ල,හොටු ගැලීම ,නහය හිරවීම,පපුවේ වේදනාව,ගද සුවද නොදැනීම,මාංශ පේශි වේදනාව
නියුමෝනියාව,සිතල,තෙහෙට්ටුව,කැස්ස,අධික උණ,හුස්ම හිරවීම,දහඩිය දැමීම,ව්යාධිය,සෙම,පපුවේ වේදනාව,වේගවත් අසාමාන්‍ය හෘද ස්පන්දනය,රතු දුඹුරු සෙම,,,,,,
ඩිමෝර්ෆික් අර්ශස් (පයිල්ස්),මලබද්ධය,මලපහ පිටවීම සමඟ වේදනාව,ගුද ප්‍රදේශයේ වේදනාව,මලපහ සමග ලේ පිටවීම,ගුද මාර්ගයේ අමාරුවක්,,,,,,,,,,,,
හෘදයාබාධය,වමනය,හුස්ම හිරවීම,දහඩිය දැමීම,පපුවේ වේදනාව,,,,,,,,,,,,,
වරිකොස් නහර,තෙහෙට්ටුව,මාංශ පේශි කැක්කුම,තැලීම්,තරබාරුකම,ඉදිමුණු පාද,ඉදිමුණු_රුධිර_නාල,කකුල් වල නහර ඉදිමීම,,,,,,,,,,
හයිපෝතිරයිඩ්වාදය,තෙහෙට්ටුව,බර වැඩිවීම,සීතල අත් සහ පාද,මනෝභාවයන්,කම්මැලිකම,සමබරතාව නැතිවීම,ඉදිමුණු මුහුණ සහ ඇස්,බෙල්ල ඉදිමීම ,වියළි නියපොතු,කකුල් අත් ඉදිමීම,මානසික ආතතිය,නුරුස්නා බව,අසාමාන්‍ය_ඔසප් වීම,,,,
